8	94.457	usec
16	72.308	usec
32	82.538	usec
64	93.756	usec
128	118.594	usec
256	112.940	usec
512	153.429	usec
1024	91.135	usec
2048	87.347	usec
4096	119.981	usec
8192	37.757	usec
16384	73.042	usec
32768	28.679	usec
65536	72.742	usec
131072	106.589	usec
262144	337.203	usec
524288	429.331	usec
1048576	1360.294	usec
2097152	3830.732	usec
4194304	6894.067	usec
