8	32718.761	usec
16	29356.312	usec
32	24958.309	usec
64	31244.819	usec
128	35432.127	usec
256	26002.762	usec
512	31035.714	usec
1024	29357.041	usec
2048	36908.844	usec
4096	32296.655	usec
8192	25789.804	usec
16384	31038.766	usec
32768	65425.902	usec
65536	124256.598	usec
131072	276987.417	usec
262144	513470.161	usec
524288	1073600.614	usec
1048576	2198999.742	usec
2097152	4180303.093	usec
4194304	8131506.861	usec
